          current_epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 2.5228,                 2.6291,                 3.1622,                0.04755,                0.72105,                0.04611,                0.01547,                 3.2423,                    inf,                  10.51,              0.0013664,              0.0013664,              0.0013664
                     20,                 2.6904,                 2.5723,                 3.1458,                0.15545,                0.35263,                0.09205,                0.02063,                 3.3419,                 77.792,                 5.1868,              0.0014314,              0.0014314,              0.0014314
                     21,                 2.5198,                 2.4971,                 3.1031,                0.05278,                0.38947,                0.03537,                0.01211,                 2.9798,                    inf,                 5.6313,              0.0014957,              0.0014957,              0.0014957
                     22,                 2.5806,                 2.5664,                 3.1763,                 0.0314,                0.91579,                0.03285,                0.01577,                 2.8419,                    inf,                 32.963,              0.0015591,              0.0015591,              0.0015591
                     23,                 2.4392,                 2.5537,                 3.0919,                0.02493,                0.85789,                0.02482,                0.01123,                 2.8218,                    inf,                 43.465,              0.0016218,              0.0016218,              0.0016218
                     24,                 2.3518,                 2.4512,                 3.0288,                0.01554,                0.18421,                0.00849,                0.00262,                 3.2813,                    inf,                 18.116,              0.0016837,              0.0016837,              0.0016837
                     25,                 2.3628,                 2.4471,                 2.9921,                0.01439,                0.09474,                0.00734,                0.00216,                 3.1873,                    inf,                 11.825,              0.0017448,              0.0017448,              0.0017448
                     26,                  2.501,                 2.5257,                 3.0885,                0.05612,                0.43684,                0.03904,                0.00854,                 3.3388,                    inf,                 19.317,              0.0017525,              0.0017525,              0.0017525
                     27,                 2.4923,                 2.5072,                  3.075,                0.02473,                0.40526,                0.02183,                0.00526,                  3.269,                    inf,                 12.414,              0.0017426,              0.0017426,              0.0017426
                     28,                 2.3534,                 2.4182,                 2.9083,                 0.0209,                0.58947,                0.02639,                0.00613,                 3.3143,                    inf,                 11.098,              0.0017327,              0.0017327,              0.0017327
                     29,                 2.4021,                 2.5185,                 2.9389,                0.00507,                0.52632,                0.00414,                0.00116,                 3.4539,                    inf,                 5.0568,              0.0017228,              0.0017228,              0.0017228
                     30,                 2.4142,                 2.4266,                 2.8516,                0.00854,                0.51579,                0.00729,                0.00231,                 3.0017,                    inf,                 4.7898,              0.0017129,              0.0017129,              0.0017129
                     31,                  2.428,                 2.4236,                 2.8526,                0.01736,                0.71579,                0.01615,                 0.0071,                 2.4591,                    inf,                 5.5254,               0.001703,               0.001703,               0.001703
                     32,                 2.4786,                  2.367,                 2.7917,                0.01231,                0.71579,                0.01174,                0.00557,                 2.2614,                 85.567,                 3.2674,              0.0016931,              0.0016931,              0.0016931
                     33,                  2.403,                 2.3454,                 2.8515,                0.00828,                0.67368,                0.00754,                0.00272,                 2.6686,                 52.167,                 3.4426,              0.0016832,              0.0016832,              0.0016832
                     34,                  2.334,                 2.2191,                 2.6925,                0.07635,                0.32105,                 0.0519,                0.01845,                 2.3603,                 20.013,                 3.7048,              0.0016733,              0.0016733,              0.0016733
                     35,                 2.2792,                 2.3012,                 2.8127,                0.00017,                0.02105,                  9e-05,                  2e-05,                 3.5452,                    inf,                 4.3457,              0.0016634,              0.0016634,              0.0016634
                     36,                 2.3448,                 2.3619,                 2.7435,                0.00047,                0.05789,                0.00024,                  5e-05,                 3.4769,                    inf,                 4.2952,              0.0016535,              0.0016535,              0.0016535
                     37,                 2.3451,                 2.3153,                 2.7159,                0.17366,                0.08421,                0.03958,                0.00998,                 3.1117,                 5.8922,                 4.0144,              0.0016436,              0.0016436,              0.0016436
                     38,                 2.2054,                 2.2828,                 2.7039,                0.02167,                0.04211,                0.00481,                 0.0022,                 3.3894,                 5.3196,                 4.3065,              0.0016337,              0.0016337,              0.0016337
                     39,                 2.2627,                 2.2666,                 2.7714,                0.13991,                0.04211,                0.02716,                0.01081,                 3.4006,                 5.2049,                 4.1954,              0.0016238,              0.0016238,              0.0016238
                     40,                 2.3288,                 2.2277,                 2.7161,                0.37957,                0.27369,                0.20224,                0.07704,                 2.6309,                 5.3805,                 3.4737,              0.0016139,              0.0016139,              0.0016139
                     41,                 2.3167,                 2.2008,                 2.7825,                 0.3616,                0.26316,                0.20454,                0.08082,                 2.7426,                 6.7211,                 3.7412,               0.001604,               0.001604,               0.001604
                     42,                  2.231,                 2.1101,                 2.6928,                0.33995,                0.07895,                0.05474,                0.01046,                 3.3375,                 4.9367,                 4.1108,              0.0015941,              0.0015941,              0.0015941
                     43,                 2.2509,                 2.1207,                 2.7597,                0.37509,                0.34211,                0.30406,                0.13831,                 2.5904,                 3.6822,                 3.3292,              0.0015842,              0.0015842,              0.0015842
                     44,                 2.1926,                 2.0654,                 2.6955,                0.51225,                0.53617,                0.45019,                0.15193,                 2.4779,                 2.7393,                 2.9724,              0.0015743,              0.0015743,              0.0015743
                     45,                 2.2042,                 2.0786,                  2.547,                0.33655,                0.66842,                0.36049,                0.17006,                 1.9263,                 5.5551,                 3.1895,              0.0015644,              0.0015644,              0.0015644
                     46,                 2.1751,                 2.0979,                 2.5804,                0.28125,                0.88421,                0.38801,                0.17578,                 1.7799,                 11.905,                 3.6088,              0.0015545,              0.0015545,              0.0015545
                     47,                    2.1,                 2.0376,                 2.5927,                  0.462,                0.76316,                0.55876,                0.29063,                 1.6449,                 6.5379,                 2.7422,              0.0015446,              0.0015446,              0.0015446
                     48,                 2.0959,                 2.0473,                 2.6025,                0.40948,                0.72105,                0.45069,                0.17437,                 1.9612,                 4.5559,                 2.7352,              0.0015347,              0.0015347,              0.0015347
                     49,                 2.0788,                 2.0817,                 2.5533,                0.33811,                0.71053,                0.33339,                 0.1327,                 1.9112,                 5.4921,                 2.6955,              0.0015248,              0.0015248,              0.0015248
                     50,                 2.1603,                 2.0165,                 2.5735,                0.29631,                0.71579,                0.35972,                0.16206,                  1.719,                 7.6603,                 2.5694,              0.0015149,              0.0015149,              0.0015149
                     51,                 2.1225,                 2.0242,                 2.6045,                0.25845,                0.64936,                0.31712,                0.14094,                  1.729,                 9.5816,                 2.5961,               0.001505,               0.001505,               0.001505
                     52,                 2.1103,                 1.9541,                 2.6074,                0.22622,                0.62105,                0.21581,                0.08466,                 2.1243,                 5.7238,                 2.7417,              0.0014951,              0.0014951,              0.0014951
                     53,                 2.1649,                  1.941,                 2.5226,                0.40683,                0.76316,                0.41595,                 0.2268,                  1.645,                 2.8255,                 2.2839,              0.0014852,              0.0014852,              0.0014852
                     54,                 2.0688,                 1.8437,                 2.4495,                0.58554,                0.84211,                0.67127,                0.36402,                 1.6621,                 2.5462,                 2.4428,              0.0014753,              0.0014753,              0.0014753
                     55,                 2.0987,                 1.9503,                 2.5682,                 0.5911,                0.74564,                0.66846,                0.35797,                 1.6036,                 3.4175,                 2.4294,              0.0014654,              0.0014654,              0.0014654
                     56,                 2.1874,                 1.9529,                 2.5287,                0.39395,                0.78003,                0.48844,                0.23838,                 1.5692,                 4.3834,                 2.2408,              0.0014555,              0.0014555,              0.0014555
                     57,                 1.9877,                 1.8709,                 2.5018,                0.52087,                0.69232,                0.53478,                 0.2567,                 1.8376,                 3.3741,                 2.4836,              0.0014456,              0.0014456,              0.0014456
                     58,                 2.0797,                  1.791,                 2.4627,                0.70118,                0.80526,                0.80866,                0.46105,                 1.7161,                 2.5933,                  2.439,              0.0014357,              0.0014357,              0.0014357
                     59,                 1.9302,                  1.792,                 2.3638,                0.75297,                0.82105,                0.85158,                0.55784,                 1.5505,                 2.2773,                 2.2281,              0.0014258,              0.0014258,              0.0014258
                     60,                  2.063,                  1.829,                 2.4521,                 0.7668,                0.76842,                0.77616,                0.48442,                 1.5763,                 2.1183,                 2.1843,              0.0014159,              0.0014159,              0.0014159
                     61,                 1.9981,                 1.8558,                 2.4657,                0.61427,                0.76842,                0.61312,                0.37232,                 1.5421,                 2.0695,                 2.0566,               0.001406,               0.001406,               0.001406
                     62,                 1.9566,                 1.7846,                 2.3623,                0.64232,                0.75789,                0.65602,                0.41766,                  1.532,                 1.9584,                 2.0519,              0.0013961,              0.0013961,              0.0013961
                     63,                  1.972,                 1.7619,                 2.2944,                0.85018,                0.76842,                0.88164,                0.56134,                 1.6265,                 1.7897,                 2.2411,              0.0013862,              0.0013862,              0.0013862
                     64,                 2.0173,                 1.8279,                 2.3758,                0.92293,                0.75635,                 0.8935,                0.57519,                 1.6666,                 1.9111,                  2.442,              0.0013763,              0.0013763,              0.0013763
                     65,                 1.9462,                 1.7552,                 2.3462,                0.89622,                0.75263,                0.87591,                0.56996,                 1.6528,                 2.0598,                 2.3742,              0.0013664,              0.0013664,              0.0013664
                     66,                 1.9181,                 1.7114,                 2.4128,                0.97913,                0.74073,                0.89299,                0.59104,                 1.6459,                 1.9821,                 2.2448,              0.0013565,              0.0013565,              0.0013565
                     67,                 1.9464,                 1.7173,                 2.3935,                0.95266,                0.74133,                0.90832,                0.60928,                 1.6165,                 2.0813,                 2.1911,              0.0013466,              0.0013466,              0.0013466
                     68,                 1.9381,                 1.6759,                 2.2962,                0.91621,                0.76316,                0.90814,                0.60131,                 1.5774,                 2.6171,                 2.1968,              0.0013367,              0.0013367,              0.0013367
                     69,                 1.9797,                 1.7572,                 2.3731,                0.81456,                0.77368,                0.89386,                0.59985,                 1.4373,                 1.8352,                 1.9515,              0.0013268,              0.0013268,              0.0013268
                     70,                 1.9385,                 1.7458,                 2.3769,                0.82343,                0.78545,                0.89372,                0.62496,                 1.3124,                 1.4962,                 1.8137,              0.0013169,              0.0013169,              0.0013169
                     71,                  1.986,                 1.8463,                 2.4372,                 0.8669,                0.75416,                0.89362,                0.61038,                   1.44,                 1.6007,                 1.8822,               0.001307,               0.001307,               0.001307
                     72,                 1.8517,                 1.7915,                 2.3819,                 0.8098,                0.75789,                0.88409,                0.55286,                 1.6182,                 2.0806,                 2.0857,              0.0012971,              0.0012971,              0.0012971
                     73,                 1.9321,                  1.704,                 2.3196,                0.85882,                0.76316,                 0.8944,                0.57726,                 1.5239,                 2.7705,                 2.0554,              0.0012872,              0.0012872,              0.0012872
                     74,                 2.0172,                  1.721,                 2.3961,                0.97417,                0.79395,                0.91056,                0.61032,                 1.4999,                 3.0149,                 2.0389,              0.0012773,              0.0012773,              0.0012773
                     75,                 1.9982,                 1.7852,                 2.4014,                 0.9057,                0.82105,                0.91437,                0.60548,                 1.4992,                 2.5906,                 2.0535,              0.0012674,              0.0012674,              0.0012674
                     76,                 1.9002,                 1.6899,                 2.3016,                0.92662,                0.82105,                0.91461,                0.62509,                 1.3247,                 1.9957,                 1.8564,              0.0012575,              0.0012575,              0.0012575
                     77,                 1.7914,                 1.6291,                 2.2912,                0.94362,                0.82105,                0.90671,                0.56527,                 1.3609,                 1.5802,                 1.8638,              0.0012476,              0.0012476,              0.0012476
                     78,                 1.7879,                 1.7024,                 2.2246,                0.89014,                0.77895,                0.90315,                0.49409,                 1.5761,                  1.502,                 2.0466,              0.0012377,              0.0012377,              0.0012377
                     79,                 1.8886,                 1.7104,                 2.2704,                0.69195,                0.57368,                0.64875,                0.29979,                 1.9502,                 2.2843,                 2.4076,              0.0012278,              0.0012278,              0.0012278
                     80,                   1.84,                 1.7733,                 2.3517,                0.79471,                0.83158,                0.90055,                0.55636,                 1.4901,                 1.7224,                 1.9304,              0.0012179,              0.0012179,              0.0012179
                     81,                 1.9065,                 1.7128,                 2.2492,                0.83863,                0.84211,                0.91963,                0.64199,                 1.3499,                  1.434,                 1.7904,               0.001208,               0.001208,               0.001208
                     82,                 1.8679,                  1.687,                 2.2785,                0.86717,                0.82467,                0.92145,                0.63736,                 1.2659,                 1.2849,                 1.7611,              0.0011981,              0.0011981,              0.0011981
                     83,                 1.8623,                  1.655,                 2.2624,                0.83944,                0.79802,                0.88866,                0.60576,                 1.3298,                 1.3037,                 1.8441,              0.0011882,              0.0011882,              0.0011882
                     84,                 1.8504,                 1.7632,                 2.2931,                0.86847,                0.77368,                0.91359,                0.64456,                 1.2601,                 1.1864,                 1.7749,              0.0011783,              0.0011783,              0.0011783
                     85,                 1.8829,                 1.6887,                 2.2989,                0.85265,                    0.8,                0.90594,                0.61935,                  1.187,                 1.1771,                 1.7298,              0.0011684,              0.0011684,              0.0011684
                     86,                 1.8094,                 1.6092,                 2.2427,                0.83243,                0.78435,                0.88692,                0.52284,                 1.3996,                 1.2783,                 1.8594,              0.0011585,              0.0011585,              0.0011585
                     87,                 1.8531,                 1.7512,                 2.2894,                0.86062,                0.81579,                0.90107,                   0.58,                 1.3061,                 1.4877,                 1.7676,              0.0011486,              0.0011486,              0.0011486
                     88,                 1.8188,                 1.6163,                 2.2356,                0.82498,                0.83158,                 0.9198,                0.62197,                  1.354,                 1.5686,                 1.7946,              0.0011387,              0.0011387,              0.0011387
                     89,                 1.7081,                 1.5646,                 2.1861,                 0.8345,                0.84921,                0.91778,                0.60626,                 1.2782,                 1.6426,                 1.7777,              0.0011288,              0.0011288,              0.0011288
                     90,                 1.7871,                 1.5945,                 2.2024,                0.82679,                0.85415,                0.91299,                0.55423,                 1.3837,                 1.6913,                  1.863,              0.0011189,              0.0011189,              0.0011189
                     91,                 1.7738,                 1.6808,                 2.2331,                0.94217,                0.82632,                0.92776,                0.62853,                 1.2933,                 1.3038,                 1.7835,               0.001109,               0.001109,               0.001109
                     92,                 1.7675,                 1.6142,                 2.2072,                0.89604,                0.81579,                0.93815,                0.69135,                 1.1536,                 1.0817,                 1.6713,              0.0010991,              0.0010991,              0.0010991
                     93,                 1.7116,                 1.5554,                 2.1224,                0.91719,                0.81613,                0.93597,                0.62965,                 1.3071,                 1.0888,                 1.7878,              0.0010892,              0.0010892,              0.0010892
                     94,                  1.739,                  1.617,                 2.2079,                0.88415,                0.84737,                  0.934,                0.52348,                 1.6451,                 1.2352,                 2.0971,              0.0010793,              0.0010793,              0.0010793
                     95,                 1.7518,                 1.5501,                 2.1308,                0.87414,                0.87368,                0.93212,                0.52415,                 1.6234,                 1.3001,                 2.0778,              0.0010694,              0.0010694,              0.0010694
                     96,                 1.7877,                 1.5798,                 2.2149,                0.87571,                0.89001,                0.94071,                0.64655,                 1.2441,                  1.242,                 1.7451,              0.0010595,              0.0010595,              0.0010595
                     97,                 1.7399,                 1.5563,                 2.1854,                0.85657,                0.91579,                0.94905,                0.67435,                 1.2454,                 1.3634,                 1.7366,              0.0010496,              0.0010496,              0.0010496
                     98,                 1.7274,                 1.5438,                 2.1576,                0.87619,                 0.8567,                0.93892,                0.66982,                 1.2155,                  1.545,                 1.7024,              0.0010397,              0.0010397,              0.0010397
                     99,                 1.6508,                 1.5698,                  2.125,                0.86653,                0.86316,                0.93188,                0.66586,                  1.153,                  1.568,                 1.6592,              0.0010298,              0.0010298,              0.0010298
                    100,                 1.6769,                 1.4702,                 2.1218,                0.85211,                0.84911,                0.93385,                0.63814,                   1.25,                 1.3466,                 1.7321,              0.0010199,              0.0010199,              0.0010199
                    101,                 1.7534,                 1.5922,                 2.2085,                0.97389,                0.80526,                0.94665,                0.69772,                 1.1017,                 1.0962,                 1.6331,                0.00101,                0.00101,                0.00101
                    102,                 1.7635,                  1.474,                 2.1329,                0.94912,                    0.8,                0.93488,                0.71595,                 1.0711,                 1.0142,                 1.5888,              0.0010001,              0.0010001,              0.0010001
                    103,                 1.6361,                  1.478,                 2.0345,                0.92458,                0.79474,                0.92727,                0.68819,                 1.1719,                 1.0219,                 1.6008,              0.0009902,              0.0009902,              0.0009902
                    104,                 1.7504,                 1.5624,                 2.1644,                0.89262,                0.83131,                0.92133,                0.70038,                 1.1087,                 1.0678,                 1.5692,              0.0009803,              0.0009803,              0.0009803
                    105,                 1.5902,                 1.4082,                 2.0941,                0.90708,                0.82203,                 0.9234,                0.70165,                 1.1094,                 1.2518,                 1.6064,              0.0009704,              0.0009704,              0.0009704
                    106,                 1.6279,                  1.398,                 2.0766,                0.89969,                0.84974,                0.93702,                0.68734,                 1.2212,                 1.3811,                 1.6824,              0.0009605,              0.0009605,              0.0009605
                    107,                 1.6899,                 1.4588,                  2.131,                0.89445,                0.84211,                0.95086,                0.67384,                 1.3306,                 1.3692,                 1.7555,              0.0009506,              0.0009506,              0.0009506
                    108,                 1.7096,                 1.4475,                 2.1106,                0.90874,                0.84737,                0.95218,                0.71934,                 1.1485,                 1.1631,                 1.6164,              0.0009407,              0.0009407,              0.0009407
                    109,                 1.5736,                 1.3902,                  2.061,                0.89094,                0.85263,                0.93944,                0.64885,                  1.193,                 1.1259,                 1.7009,              0.0009308,              0.0009308,              0.0009308
                    110,                 1.5884,                 1.4002,                 2.0194,                0.90925,                0.79104,                0.92686,                0.56134,                 1.4998,                 1.1481,                 1.9351,              0.0009209,              0.0009209,              0.0009209
                    111,                 1.6195,                 1.4082,                 2.0316,                0.91892,                0.74737,                0.91751,                0.57578,                 1.4323,                 1.1285,                 1.9052,               0.000911,               0.000911,               0.000911
                    112,                 1.6802,                 1.5005,                 2.1457,                0.87939,                0.82105,                0.93494,                0.62986,                 1.3033,                 1.0528,                 1.7965,              0.0009011,              0.0009011,              0.0009011
                    113,                  1.626,                 1.4071,                 2.0594,                 0.9387,                0.85263,                0.93806,                0.67053,                 1.1529,                 1.0158,                 1.6815,              0.0008912,              0.0008912,              0.0008912
                    114,                 1.6022,                 1.3972,                 2.1017,                0.94684,                0.84371,                0.93952,                0.68078,                 1.1275,                 1.0197,                 1.6772,              0.0008813,              0.0008813,              0.0008813
                    115,                 1.4731,                 1.3758,                 1.9853,                0.89678,                0.86884,                0.94257,                0.71452,                 1.0546,                 1.0284,                 1.6279,              0.0008714,              0.0008714,              0.0008714
                    116,                 1.4668,                 1.2984,                 1.9322,                0.89706,                0.83684,                0.94157,                0.73645,                0.96642,                0.98075,                 1.5685,              0.0008615,              0.0008615,              0.0008615
                    117,                  1.501,                 1.2938,                 1.9644,                0.92827,                0.81734,                0.93723,                0.70122,                 1.0644,                  0.979,                 1.6156,              0.0008516,              0.0008516,              0.0008516
                    118,                 1.4656,                 1.3182,                 1.9667,                0.87676,                0.82379,                0.93665,                0.67234,                 1.1396,                 1.0189,                 1.6618,              0.0008417,              0.0008417,              0.0008417
                    119,                 1.4601,                 1.2796,                 1.9368,                0.89968,                0.84737,                0.94968,                0.68825,                  1.087,                 1.0029,                 1.6179,              0.0008318,              0.0008318,              0.0008318
                    120,                 1.5444,                 1.2849,                 1.9726,                0.82528,                0.89499,                 0.9462,                0.69268,                 1.0816,                 1.0198,                 1.5956,              0.0008219,              0.0008219,              0.0008219
                    121,                 1.5367,                  1.344,                 1.9649,                0.79673,                0.93158,                0.93787,                0.69281,                 1.0922,                 1.1617,                 1.5803,               0.000812,               0.000812,               0.000812
                    122,                 1.6644,                  1.393,                 2.0954,                0.80983,                0.86316,                0.93295,                0.72139,                 1.0459,                 1.2318,                 1.5359,              0.0008021,              0.0008021,              0.0008021
                    123,                 1.5314,                 1.3259,                 1.9974,                 0.8259,                0.84892,                 0.9299,                0.72293,                 1.0116,                 1.2714,                 1.5384,              0.0007922,              0.0007922,              0.0007922
                    124,                 1.5841,                 1.4008,                 2.0594,                0.87728,                0.83684,                0.92857,                0.70797,                 1.0566,                  1.323,                 1.6201,              0.0007823,              0.0007823,              0.0007823
                    125,                 1.6081,                 1.3884,                 2.0492,                0.87199,                0.83684,                0.93026,                0.67323,                 1.1003,                 1.3603,                 1.7068,              0.0007724,              0.0007724,              0.0007724
                    126,                 1.5712,                 1.4032,                 2.0487,                0.85746,                0.86842,                0.93836,                 0.6622,                 1.1226,                 1.2605,                 1.7016,              0.0007625,              0.0007625,              0.0007625
                    127,                 1.5182,                 1.3986,                 2.0232,                0.84583,                0.89515,                0.94922,                0.66415,                 1.1546,                 1.1342,                 1.6762,              0.0007526,              0.0007526,              0.0007526
                    128,                 1.4375,                 1.3041,                 1.9597,                0.94033,                0.85789,                0.95905,                0.67947,                   1.15,                 1.0676,                 1.6623,              0.0007427,              0.0007427,              0.0007427
                    129,                 1.5485,                  1.301,                 1.9781,                0.95029,                0.84737,                0.95277,                0.67525,                 1.1323,                 1.0627,                 1.6623,              0.0007328,              0.0007328,              0.0007328
                    130,                 1.5274,                 1.3655,                 1.9365,                0.89015,                0.86842,                0.94195,                0.65041,                 1.1694,                 1.0989,                 1.6992,              0.0007229,              0.0007229,              0.0007229
                    131,                 1.4704,                  1.289,                 1.9367,                0.89399,                0.84332,                0.94572,                0.64823,                 1.1678,                 1.1723,                 1.6689,               0.000713,               0.000713,               0.000713
                    132,                 1.4757,                 1.3021,                 1.9666,                0.94422,                0.82105,                 0.9482,                 0.6848,                 1.0906,                  1.148,                 1.5667,              0.0007031,              0.0007031,              0.0007031
                    133,                 1.5312,                 1.3887,                 1.9643,                0.89908,                    0.9,                0.96445,                0.72838,                0.99716,                 1.0274,                 1.5196,              0.0006932,              0.0006932,              0.0006932
                    134,                 1.4878,                 1.3478,                 1.9635,                0.90299,                0.93087,                0.97535,                0.74212,                0.98508,                0.94949,                 1.5334,              0.0006833,              0.0006833,              0.0006833
                    135,                 1.4837,                 1.3006,                 1.9559,                0.90322,                0.93332,                0.97429,                0.73741,                 1.0046,                0.92694,                 1.5774,              0.0006734,              0.0006734,              0.0006734
                    136,                 1.5469,                 1.2978,                 2.0349,                0.88044,                0.93023,                0.97282,                0.74639,                0.99933,                0.91353,                 1.5895,              0.0006635,              0.0006635,              0.0006635
                    137,                 1.4048,                 1.2411,                 1.8765,                0.92642,                0.87895,                0.96796,                0.75097,                 1.0162,                0.92328,                 1.5525,              0.0006536,              0.0006536,              0.0006536
                    138,                 1.4376,                 1.3032,                 1.9193,                0.91692,                0.87895,                0.96675,                0.75451,                0.98994,                0.91618,                 1.5305,              0.0006437,              0.0006437,              0.0006437
                    139,                 1.4956,                 1.3244,                 1.9716,                0.84048,                 0.8874,                0.95547,                0.71711,                0.99462,                0.97254,                 1.5664,              0.0006338,              0.0006338,              0.0006338
                    140,                 1.4795,                 1.2961,                 1.9681,                0.80471,                0.75906,                0.84297,                0.48352,                 1.4258,                 1.5086,                 1.9277,              0.0006239,              0.0006239,              0.0006239
                    141,                 1.3822,                 1.2067,                 1.9124,                0.61024,                0.65789,                0.61302,                0.29529,                 1.6851,                 2.0782,                 2.1794,               0.000614,               0.000614,               0.000614
                    142,                  1.638,                 1.4219,                 2.0923,                 0.6592,                0.74737,                0.73223,                0.37311,                  1.612,                 1.8597,                 2.0836,              0.0006041,              0.0006041,              0.0006041
                    143,                 1.3939,                 1.2487,                 1.8851,                 0.8314,                 0.8305,                0.91682,                0.63369,                 1.1671,                 1.1953,                 1.6803,              0.0005942,              0.0005942,              0.0005942
                    144,                 1.4314,                 1.2599,                 1.9074,                0.83915,                0.93158,                0.95942,                0.75791,                0.89198,                0.92163,                  1.436,              0.0005843,              0.0005843,              0.0005843
                    145,                 1.3776,                 1.2334,                  1.861,                0.91896,                0.87368,                0.95865,                0.75551,                 0.9323,                0.88133,                 1.4247,              0.0005744,              0.0005744,              0.0005744
                    146,                  1.467,                 1.3064,                 1.9203,                0.91275,                0.88091,                0.94883,                0.73098,                0.98992,                 0.9135,                 1.4557,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.4753,                 1.3499,                 1.9379,                0.91655,                0.86706,                0.94017,                0.72734,                 0.9446,                0.95595,                 1.4572,              0.0005546,              0.0005546,              0.0005546
                    148,                 1.4101,                 1.2784,                 1.9095,                0.90973,                0.86842,                0.93956,                0.71494,                0.91384,                 1.0054,                 1.4895,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.4243,                 1.2216,                 1.9141,                 0.8836,                    0.9,                 0.9422,                0.70334,                0.94258,                 1.0283,                 1.5313,              0.0005348,              0.0005348,              0.0005348
                    150,                 1.4482,                 1.2402,                 1.9231,                0.86043,                0.91053,                0.94734,                0.70039,                0.97924,                0.98906,                 1.5519,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.3731,                 1.2302,                 1.8889,                0.83142,                0.92105,                0.94723,                0.73279,                0.93749,                  0.932,                 1.5083,               0.000515,               0.000515,               0.000515
                    152,                 1.3992,                  1.175,                 1.8694,                0.80586,                0.88947,                0.93327,                 0.7315,                0.96844,                0.93522,                 1.5052,              0.0005051,              0.0005051,              0.0005051
