,px,human,elephant,giraffe,unknown,all
149,0.14914914914914915,0.8352514512296307,0.9395978992676145,0.7792201667920017,0.742719628035646,0.742719628035646
150,0.15015015015015015,0.8356436518103625,0.9397655113145191,0.7800621955108386,0.7435022334926168,0.7435022334926168
151,0.15115115115115116,0.8361633421195718,0.9400276503134747,0.7797315455656594,0.7448828610829655,0.7448828610829655
152,0.15215215215215216,0.8363134703399965,0.9402455585872266,0.7799068599821722,0.744368981471258,0.744368981471258
153,0.15315315315315314,0.8368810926086171,0.9403608148964577,0.7800821083331243,0.7446316441473717,0.7446316441473717
154,0.15415415415415415,0.8371987172500553,0.9404482306335427,0.7803127585540476,0.74605230520667,0.74605230520667
155,0.15515515515515516,0.837599617289005,0.9407329068460178,0.7808208383918984,0.7477028237255496,0.7477028237255496
156,0.15615615615615616,0.8380316666685842,0.9408934238795923,0.7817107757935341,0.7489488376775644,0.7489488376775644
157,0.15715715715715717,0.8381630203163212,0.9409638426577529,0.7822127948516512,0.7501718667625971,0.7501718667625971
158,0.15815815815815815,0.8386060387807406,0.9412626283910466,0.7832417375873697,0.750880206128216,0.750880206128216
159,0.15915915915915915,0.8394545842830063,0.9414410617577844,0.7843619240121249,0.7518688702847314,0.7518688702847314
160,0.16016016016016016,0.8397218542768173,0.9415836035209478,0.7846682646160508,0.7527073676042082,0.7527073676042082
161,0.16116116116116116,0.8399361124471435,0.9418075379516478,0.7837906554702898,0.7531966640744998,0.7531966640744998
162,0.16216216216216217,0.8403259817875076,0.941734646037961,0.7842204842155323,0.7545790088845881,0.7545790088845881
163,0.16316316316316315,0.8411087963197301,0.9418943702933982,0.784848912898392,0.7552058706915474,0.7552058706915474
164,0.16416416416416416,0.8418792060587191,0.9418951067870406,0.7856713247749694,0.7568399257085036,0.7568399257085036
165,0.16516516516516516,0.8424765672242682,0.9420924840119284,0.7865611411291854,0.7581404560140848,0.7581404560140848
166,0.16616616616616617,0.8426067051936554,0.9422603477757014,0.7866148944213833,0.7592705928842275,0.7592705928842275
167,0.16716716716716717,0.8430958176791313,0.9427231469728423,0.7864083489802118,0.7594530826002852,0.7594530826002852
168,0.16816816816816815,0.8432711061277157,0.942969498775125,0.7862017644220561,0.759880123346068,0.759880123346068
169,0.16916916916916916,0.8436090300856303,0.9430330112937501,0.7859951407132535,0.7614368216922712,0.7614368216922712
170,0.17017017017017017,0.8441706198262738,0.9430747127548889,0.7858525860433943,0.7644986440709736,0.7644986440709736
171,0.17117117117117117,0.8443036729118972,0.9434397872632412,0.786015285204419,0.7651705820026385,0.7651705820026385
172,0.17217217217217218,0.8446887501148108,0.9436597757660897,0.7861779264616393,0.7668140548215232,0.7668140548215232
173,0.17317317317317318,0.8447976416504015,0.9438982558004195,0.7863405098459613,0.7671562373809214,0.7671562373809214
174,0.17417417417417416,0.8451225129003922,0.9441584498827813,0.7870409092425128,0.7682235919028868,0.7682235919028868
175,0.17517517517517517,0.8456111944943349,0.9443245932273135,0.7877007262601622,0.7689938105299542,0.7689938105299542
176,0.17617617617617617,0.8458700483633734,0.944497214051272,0.7878051764502623,0.7691635535521347,0.7691635535521347
177,0.17717717717717718,0.8455856388958204,0.944743773774866,0.7879096027258563,0.7693332362017399,0.7693332362017399
178,0.1781781781781782,0.8458208756924818,0.9448265274068834,0.7880140050951563,0.7699234881420712,0.7699234881420712
179,0.17917917917917917,0.8459077139103861,0.944961266204443,0.7881183835663707,0.7701997643553962,0.7701997643553962
180,0.18018018018018017,0.8459920988312644,0.9452607695105268,0.788222738147704,0.7708513084716058,0.7708513084716058
181,0.18118118118118118,0.84595422257081,0.9453148876845173,0.7897111973205589,0.7714330796667177,0.7714330796667177
182,0.18218218218218218,0.8462745169271558,0.9454399542461793,0.791166373309002,0.7722561058542964,0.7722561058542964
183,0.1831831831831832,0.846975474759757,0.9455174887639842,0.7920695744616592,0.7727178402951415,0.7727178402951415
184,0.1841841841841842,0.847671107779714,0.9456250266533333,0.7922532771806778,0.7732377253288653,0.7732377253288653
185,0.18518518518518517,0.8479546312861798,0.945751244091021,0.7924369055771244,0.774129030654031,0.774129030654031
186,0.18618618618618618,0.8481396708559815,0.9458743812418593,0.7926417436405837,0.7756857322842018,0.7756857322842018
187,0.1871871871871872,0.8483355116400079,0.9457311293168885,0.792874224155866,0.7768760133330755,0.7768760133330755
188,0.1881881881881882,0.8489544558690464,0.9459740130202728,0.793106585570792,0.7776007556127711,0.7776007556127711
189,0.1891891891891892,0.8491580655247142,0.9463663126385669,0.7932886918832635,0.7782205132076938,0.7782205132076938
190,0.19019019019019018,0.848979079028783,0.9463436636103757,0.7934568054446501,0.7794274788041309,0.7794274788041309
191,0.19119119119119118,0.8493340149006348,0.9464811019575013,0.7936248566776419,0.7825884083699912,0.7825884083699912
192,0.1921921921921922,0.8491672705847685,0.9465639629310638,0.7938613382530476,0.7845550366083747,0.7845550366083747
193,0.1931931931931932,0.8495555229829038,0.9465313095240111,0.7946305783946249,0.7856577363499834,0.7856577363499834
194,0.1941941941941942,0.8499659142578447,0.9467529346636167,0.7964641850149862,0.7863988607204455,0.7863988607204455
195,0.19519519519519518,0.8503188187904904,0.9468680904726311,0.7973612909013479,0.7867037140296439,0.7867037140296439
196,0.1961961961961962,0.8503809377874955,0.9470355941684282,0.7974855751290096,0.7875146887596141,0.7875146887596141
197,0.1971971971971972,0.8507188564751587,0.9471541204550122,0.7983224094113092,0.7884426144554014,0.7884426144554014
198,0.1981981981981982,0.8508271828893069,0.9472094375300528,0.7979063389465499,0.7889889936039717,0.7889889936039717
199,0.1991991991991992,0.8506961716193335,0.9475520673153581,0.7983580275462129,0.7891619502606378,0.7891619502606378
200,0.20020020020020018,0.8510419316863342,0.9475656833989885,0.7987266539343542,0.7893348425330817,0.7893348425330817
201,0.2012012012012012,0.8509156978227418,0.947663132877118,0.7992677442375,0.7888904285754806,0.7888904285754806
202,0.2022022022022022,0.8513640229446872,0.9478159475376822,0.7996573373899453,0.7893062423761624,0.7893062423761624
203,0.2032032032032032,0.8516095539740157,0.9481508445089918,0.8000157503362404,0.7896108670773611,0.7896108670773611
204,0.2042042042042042,0.8519348078224747,0.9481828242193047,0.8005681544789779,0.7897502346468036,0.7897502346468036
205,0.20520520520520522,0.8524582493983479,0.9482303485012022,0.8012255686801834,0.7898895602626733,0.7898895602626733
