          current_epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.89299,                0.78862,                 1.4254,                0.88214,                0.93684,                0.96865,                 0.8424,                0.54047,                0.68804,                 1.0499,              0.0005447,              0.0005447,              0.0005447
                    149,                0.83138,                0.73075,                 1.3861,                0.93294,                    0.9,                0.97537,                0.84728,                0.57289,                0.65709,                 1.0563,              0.0005348,              0.0005348,              0.0005348
                    150,                0.83038,                0.75701,                 1.3704,                0.89815,                0.96316,                0.97831,                0.85097,                0.57108,                0.62751,                 1.0553,              0.0005249,              0.0005249,              0.0005249
                    151,                0.88076,                0.74726,                 1.4233,                0.94786,                0.95673,                 0.9852,                 0.8482,                0.58013,                0.60139,                 1.0732,               0.000515,               0.000515,               0.000515
                    152,                0.78602,                0.70782,                 1.3592,                 0.9204,                0.96316,                0.97976,                0.81991,                0.64237,                0.64538,                 1.1609,              0.0005051,              0.0005051,              0.0005051
                    153,                0.89809,                0.76405,                 1.4303,                0.91832,                0.95789,                0.98034,                 0.8252,                0.63635,                 0.6784,                  1.122,              0.0004952,              0.0004952,              0.0004952
                    154,                0.88182,                0.77164,                 1.4349,                0.91493,                0.96234,                0.98402,                0.84915,                0.58372,                0.66317,                 1.0831,              0.0004853,              0.0004853,              0.0004853
                    155,                0.85544,                0.76035,                 1.3781,                0.91169,                0.96316,                0.97979,                0.85276,                0.55063,                 0.6381,                  1.054,              0.0004754,              0.0004754,              0.0004754
                    156,                0.76505,                0.68297,                 1.3392,                0.91069,                0.96602,                0.97748,                 0.8649,                0.50596,                0.61613,                 1.0158,              0.0004655,              0.0004655,              0.0004655
                    157,                0.81486,                0.70252,                 1.3431,                0.87706,                0.94737,                0.94122,                0.78196,                0.60347,                0.76634,                 1.1144,              0.0004556,              0.0004556,              0.0004556
                    158,                0.84891,                0.76089,                 1.3988,                0.90898,                0.95789,                0.96615,                0.81928,                0.57133,                0.70863,                 1.0775,              0.0004457,              0.0004457,              0.0004457
                    159,                0.90698,                0.76233,                 1.4711,                 0.9395,                0.98073,                0.98926,                0.86967,                0.52713,                0.59465,                 1.0212,              0.0004358,              0.0004358,              0.0004358
                    160,                0.87191,                0.78771,                 1.4121,                0.97307,                0.95085,                0.98865,                0.85411,                0.56812,                0.59804,                 1.0833,              0.0004259,              0.0004259,              0.0004259
                    161,                0.77859,                0.69768,                 1.3641,                 0.9538,                0.95263,                0.98987,                 0.8749,                0.52988,                 0.5658,                 1.0516,               0.000416,               0.000416,               0.000416
                    162,                0.83227,                0.75551,                 1.3958,                0.95844,                0.97111,                0.99057,                0.87852,                0.50164,                0.54161,                 1.0164,              0.0004061,              0.0004061,              0.0004061
                    163,                0.82134,                0.70175,                 1.3665,                0.91367,                0.97368,                0.98431,                0.86096,                0.50749,                 0.6293,                 1.0234,              0.0003962,              0.0003962,              0.0003962
                    164,                0.74168,                0.67032,                 1.3279,                0.91476,                0.95789,                0.98375,                0.86151,                0.53974,                0.64123,                 1.0228,              0.0003863,              0.0003863,              0.0003863
                    165,                0.87442,                 0.7859,                 1.4432,                0.93748,                0.94697,                0.98263,                0.87911,                0.49977,                0.61547,                 1.0071,              0.0003764,              0.0003764,              0.0003764
                    166,                0.80094,                0.73934,                 1.3549,                0.93774,                0.95263,                 0.9834,                0.88061,                0.48716,                0.59649,                 1.0096,              0.0003665,              0.0003665,              0.0003665
                    167,                0.80981,                0.70968,                 1.3456,                0.92837,                0.94737,                0.97807,                0.84337,                0.56185,                0.63279,                 1.0754,              0.0003566,              0.0003566,              0.0003566
                    168,                0.82086,                0.72934,                 1.3729,                0.90309,                0.98089,                0.97662,                0.85207,                0.56164,                0.65385,                 1.0744,              0.0003467,              0.0003467,              0.0003467
                    169,                0.79646,                0.72713,                 1.3585,                0.95686,                0.93395,                0.98468,                0.88716,                0.49766,                 0.6234,                 1.0165,              0.0003368,              0.0003368,              0.0003368
                    170,                0.77148,                0.65653,                 1.3383,                0.92975,                0.94737,                0.98321,                0.88985,                0.46994,                0.65215,                0.99193,              0.0003269,              0.0003269,              0.0003269
                    171,                0.80574,                0.71796,                 1.3843,                0.90581,                0.96174,                0.97891,                0.87084,                0.47965,                0.62726,                 1.0034,               0.000317,               0.000317,               0.000317
                    172,                0.75384,                0.63512,                 1.3176,                0.92846,                0.95623,                0.97628,                 0.8671,                0.49153,                 0.6028,                 1.0268,              0.0003071,              0.0003071,              0.0003071
                    173,                0.77692,                0.68322,                 1.3416,                0.92515,                0.97581,                0.97806,                0.86916,                0.48442,                0.57577,                 1.0157,              0.0002972,              0.0002972,              0.0002972
                    174,                0.82163,                0.68555,                 1.3821,                0.92866,                0.97368,                0.98444,                0.88141,                 0.4816,                0.54286,                0.99901,              0.0002873,              0.0002873,              0.0002873
                    175,                0.74272,                0.63719,                 1.3368,                 0.9329,                0.95133,                 0.9765,                0.86097,                0.48322,                0.57423,                 1.0127,              0.0002774,              0.0002774,              0.0002774
                    176,                0.77891,                 0.6611,                 1.3599,                0.92369,                0.95557,                0.97141,                0.85401,                0.50072,                0.61383,                 1.0231,              0.0002675,              0.0002675,              0.0002675
                    177,                0.74736,                0.67805,                 1.3115,                0.93141,                0.94737,                0.97337,                0.86022,                0.51324,                0.63931,                 1.0354,              0.0002576,              0.0002576,              0.0002576
                    178,                0.74103,                0.65408,                 1.3351,                0.91705,                0.96316,                0.97496,                0.84901,                0.52603,                0.67949,                 1.0574,              0.0002477,              0.0002477,              0.0002477
                    179,                0.80721,                0.72312,                 1.3895,                0.93819,                0.95859,                0.98635,                0.86826,                0.51918,                0.60913,                 1.0099,              0.0002378,              0.0002378,              0.0002378
                    180,                0.76939,                0.70662,                 1.3583,                0.91171,                0.97828,                0.98717,                0.87607,                  0.504,                0.58414,                  1.005,              0.0002279,              0.0002279,              0.0002279
                    181,                0.77184,                0.64013,                 1.3425,                0.92518,                0.97629,                0.98181,                0.86619,                0.50301,                0.58321,                 1.0289,               0.000218,               0.000218,               0.000218
                    182,                0.72849,                0.66085,                 1.3214,                0.91077,                0.97368,                0.97922,                0.83395,                0.55762,                0.58839,                 1.0942,              0.0002081,              0.0002081,              0.0002081
                    183,                0.74895,                0.64549,                 1.3164,                0.93945,                0.98947,                0.98857,                0.87881,                0.48568,                0.49793,                0.99842,              0.0001982,              0.0001982,              0.0001982
                    184,                0.74948,                0.64332,                   1.31,                 0.9458,                0.97895,                0.98819,                0.89417,                0.47168,                0.51254,                0.97976,              0.0001883,              0.0001883,              0.0001883
                    185,                0.76726,                0.67355,                  1.352,                0.93034,                0.98401,                0.98457,                 0.8867,                0.46913,                0.55778,                0.99116,              0.0001784,              0.0001784,              0.0001784
                    186,                0.77364,                0.69783,                 1.3687,                 0.9213,                0.98421,                0.98288,                0.88479,                0.47668,                0.56536,                 1.0031,              0.0001685,              0.0001685,              0.0001685
                    187,                0.68429,                0.62115,                 1.2779,                0.91058,                0.98421,                0.98059,                0.89408,                0.45139,                0.55995,                0.98006,              0.0001586,              0.0001586,              0.0001586
                    188,                 0.7465,                0.64689,                 1.3163,                0.90957,                0.97895,                 0.9767,                0.87926,                0.45363,                0.58041,                0.99489,              0.0001487,              0.0001487,              0.0001487
                    189,                0.72521,                 0.6081,                 1.3157,                0.91142,                 0.9748,                0.97636,                0.86782,                 0.4642,                0.58777,                 1.0127,              0.0001388,              0.0001388,              0.0001388
                    190,                0.67144,                0.60506,                 1.2711,                 0.9132,                0.97368,                0.97943,                0.86892,                0.46976,                0.57744,                 1.0152,              0.0001289,              0.0001289,              0.0001289
                    191,                0.71943,                0.62164,                 1.2878,                0.92139,                0.98706,                0.98291,                0.87767,                0.47545,                0.54591,                0.99749,               0.000119,               0.000119,               0.000119
                    192,                0.72317,                0.66198,                 1.2978,                0.92058,                0.97611,                0.98352,                0.88111,                0.47183,                0.55463,                 1.0003,              0.0001091,              0.0001091,              0.0001091
                    193,                0.74851,                0.69155,                  1.333,                0.92061,                0.97647,                  0.983,                0.87173,                0.48702,                0.57661,                 1.0125,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 0.7205,                0.64593,                 1.3027,                0.91996,                0.97895,                0.98415,                0.87451,                0.49103,                0.57081,                 1.0064,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.76653,                0.70076,                  1.373,                0.91655,                0.98272,                0.98466,                0.88046,                 0.4831,                0.56976,                0.99048,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.67695,                0.61524,                 1.2678,                0.92125,                0.98516,                 0.9863,                0.88537,                0.47018,                0.55437,                0.97995,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.72077,                 0.6103,                 1.3175,                0.92126,                0.98525,                0.98805,                0.89043,                0.45361,                0.53563,                0.97278,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.73629,                0.64564,                 1.3346,                0.92368,                0.98947,                0.98863,                0.89689,                0.44355,                0.52389,                0.96726,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.70336,                0.61494,                 1.2924,                0.92967,                0.98947,                0.98886,                0.90072,                0.44329,                0.52651,                0.96835,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.72433,                0.63098,                 1.3157,                0.93505,                0.98501,                0.98782,                0.89658,                0.44891,                0.53212,                0.97481,               2.99e-05,               2.99e-05,               2.99e-05
