          current_epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                 1.2233,                0.72032,                 1.1429,                0.87088,                0.83541,                0.87938,                0.47169,                 1.4071,                 0.7965,                 1.1244,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.2211,                0.71827,                 1.1423,                0.86826,                0.83554,                 0.8786,                0.47218,                 1.4064,                0.79541,                  1.124,                0.00505,                0.00505,                0.00505
                    102,                 1.2229,                0.71955,                 1.1379,                0.86928,                0.83691,                0.87836,                0.47209,                 1.4064,                0.79503,                  1.124,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.2208,                0.72018,                  1.143,                0.86773,                0.83784,                0.87922,                0.47261,                 1.4061,                0.79406,                  1.124,               0.004951,               0.004951,               0.004951
                    104,                 1.2237,                0.72035,                 1.1462,                0.86712,                0.83872,                0.87923,                0.47331,                 1.4064,                 0.7933,                  1.125,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.2189,                0.72058,                 1.1437,                0.86836,                0.83801,                0.87934,                0.47334,                 1.4064,                0.79325,                 1.1253,               0.004852,               0.004852,               0.004852
                    106,                 1.2268,                0.72494,                 1.1435,                0.86854,                0.83769,                0.87939,                0.47337,                 1.4066,                 0.7927,                  1.125,              0.0048025,              0.0048025,              0.0048025
                    107,                   1.22,                0.72004,                 1.1434,                0.86736,                0.83886,                0.88039,                 0.4732,                 1.4069,                0.79267,                  1.125,               0.004753,               0.004753,               0.004753
                    108,                 1.2199,                0.71901,                 1.1416,                0.86629,                 0.8403,                0.88013,                0.47313,                 1.4071,                 0.7912,                 1.1251,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.2204,                 0.7237,                 1.1394,                0.86795,                0.84026,                0.88009,                0.47294,                  1.407,                0.79122,                 1.1246,               0.004654,               0.004654,               0.004654
                    110,                 1.2207,                0.71679,                 1.1379,                0.86844,                 0.8408,                0.88018,                0.47308,                 1.4067,                0.79039,                  1.125,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.2161,                 0.7139,                 1.1412,                0.86801,                0.83932,                0.87949,                0.47239,                 1.4069,                0.79036,                 1.1245,               0.004555,               0.004555,               0.004555
                    112,                 1.2166,                0.71401,                 1.1379,                0.86877,                0.83908,                0.87972,                0.47241,                 1.4058,                0.78952,                 1.1244,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.2123,                0.71229,                 1.1396,                0.86698,                 0.8372,                0.87843,                0.47284,                 1.4059,                0.78883,                 1.1243,               0.004456,               0.004456,               0.004456
                    114,                 1.2126,                0.71242,                 1.1366,                0.86556,                0.83734,                0.87853,                  0.473,                 1.4056,                0.78872,                 1.1241,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.2174,                0.71819,                 1.1392,                0.86774,                0.83688,                0.87841,                0.47334,                 1.4046,                0.78793,                 1.1234,               0.004357,               0.004357,               0.004357
                    116,                 1.2118,                0.71005,                 1.1389,                0.87023,                0.83682,                0.87851,                0.47303,                 1.4041,                0.78719,                 1.1233,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.2135,                0.71059,                 1.1339,                0.86866,                0.83812,                0.87886,                0.47344,                 1.4038,                 0.7867,                 1.1231,               0.004258,               0.004258,               0.004258
                    118,                 1.2143,                0.71834,                 1.1356,                 0.8678,                0.83968,                0.87882,                0.47337,                  1.404,                0.78656,                 1.1229,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.2134,                0.71166,                 1.1371,                0.86875,                0.83772,                0.87767,                0.47337,                 1.4034,                0.78626,                 1.1228,               0.004159,               0.004159,               0.004159
                    120,                 1.2044,                0.70635,                 1.1379,                0.86976,                 0.8375,                0.87811,                0.47336,                 1.4027,                0.78566,                 1.1222,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.2044,                0.70328,                 1.1397,                0.87043,                0.83857,                0.87826,                0.47371,                 1.4027,                 0.7849,                 1.1223,                0.00406,                0.00406,                0.00406
                    122,                  1.207,                0.70972,                 1.1372,                0.87085,                0.83851,                0.87858,                0.47396,                  1.402,                  0.785,                 1.1219,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.2105,                0.71493,                 1.1337,                0.87181,                0.83632,                0.87806,                0.47355,                  1.401,                0.78456,                 1.1215,               0.003961,               0.003961,               0.003961
                    124,                 1.2053,                0.70859,                 1.1407,                0.87143,                0.83703,                 0.8785,                0.47375,                 1.4004,                0.78378,                 1.1214,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.1996,                0.70736,                 1.1311,                0.87135,                0.83817,                0.87784,                0.47413,                 1.4003,                0.78379,                 1.1212,               0.003862,               0.003862,               0.003862
                    126,                 1.1973,                0.70294,                 1.1338,                 0.8726,                 0.8344,                0.87711,                0.47347,                 1.3993,                0.78278,                 1.1206,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.1977,                0.70417,                 1.1277,                0.87572,                0.83241,                 0.8781,                0.47333,                 1.3988,                0.78269,                 1.1206,               0.003763,               0.003763,               0.003763
                    128,                  1.205,                  0.707,                 1.1332,                0.87333,                0.83652,                0.87888,                  0.474,                 1.3983,                0.78211,                 1.1202,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.1966,                0.70432,                 1.1347,                0.87459,                0.83484,                 0.8782,                0.47385,                 1.3979,                0.78161,                 1.1199,               0.003664,               0.003664,               0.003664
                    130,                 1.2049,                0.71075,                  1.129,                 0.8726,                0.83739,                0.87856,                0.47431,                 1.3971,                0.78078,                 1.1197,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.1903,                0.70234,                 1.1275,                0.87351,                 0.8385,                0.87863,                0.47447,                 1.3971,                0.78069,                 1.1197,               0.003565,               0.003565,               0.003565
                    132,                 1.1991,                0.70577,                 1.1313,                0.87214,                0.83983,                 0.8786,                0.47467,                 1.3972,                0.78062,                 1.1196,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.1942,                0.69707,                 1.1319,                0.87317,                0.84082,                0.87983,                0.47483,                 1.3963,                0.78032,                 1.1193,               0.003466,               0.003466,               0.003466
                    134,                 1.1925,                0.70149,                 1.1262,                0.87391,                0.83751,                0.87942,                0.47477,                 1.3962,                0.77974,                 1.1193,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.1961,                0.70331,                 1.1265,                 0.8694,                0.84034,                0.87848,                0.47506,                 1.3962,                0.77927,                 1.1193,               0.003367,               0.003367,               0.003367
                    136,                 1.1947,                0.70497,                 1.1291,                0.87042,                0.83975,                0.87867,                0.47584,                 1.3952,                 0.7789,                 1.1189,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.1916,                0.70336,                 1.1338,                0.87582,                0.83666,                0.87928,                0.47611,                 1.3949,                0.77904,                 1.1188,               0.003268,               0.003268,               0.003268
                    138,                 1.1876,                0.70012,                 1.1332,                 0.8715,                0.84092,                0.87956,                0.47621,                  1.395,                  0.779,                 1.1189,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.1827,                0.69635,                 1.1273,                 0.8676,                0.84111,                0.87886,                0.47616,                 1.3951,                0.77895,                  1.119,               0.003169,               0.003169,               0.003169
                    140,                 1.1893,                0.69992,                 1.1294,                0.86707,                0.84074,                0.87922,                 0.4759,                 1.3949,                0.77845,                 1.1191,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.1864,                0.70124,                 1.1218,                0.86584,                0.83979,                0.87818,                0.47591,                 1.3948,                0.77831,                  1.119,                0.00307,                0.00307,                0.00307
                    142,                 1.1838,                0.69855,                 1.1258,                0.86841,                  0.839,                 0.8781,                0.47591,                 1.3944,                0.77792,                 1.1189,              0.0030205,              0.0030205,              0.0030205
